id,images,title,description
911,https://media.kudago.com/images/place/8e/4e/8e4e2329bdfedf98bcf3d4b72c13ec59.jpg,Музей истории водки,"В музее можно не только узнать много интересного о самом популярном русском национальном напитке, технологии его производства и 500-летней истории, но и продегустировать различные сорта водки с традиционными закусками."
30892,https://media.kudago.com/images/place/50/56/5056eec3c20384af8308e6cdf558feb2.jpeg,Бар «1929»,"В вас живёт дух авантюризма и жажда приключений? В баре «1929» вы сможете окунуться в беспощадную и вдохновляющую атмосферу американской Великой депрессии, которая уравняла клерков, бизнесменов, рабочих, студентов и открыла новые горизонты."
2717,https://media.kudago.com/images/place/b1/ee/b1eeab972ff05019d6185b16ba183e16.jpg,усадьба Дубровицы,"Эта живописная усадьба, которая находится под Подольском, известна благодаря церкви Знамения Пресвятой Богородицы, которая является действующим храмом."
4807,https://media.kudago.com/images/place/f5/b8/f5b869cb4269605fb589adba01332c83.jpeg,Сибирский ресторан «Чемодан»,"«Чемодан» — уникальный проект любимого всеми актёра Олега Меньшикова и красноярского ресторатора Дмитрия Степанова. Это одно из немногих в Москве мест, где можно отведать аутентичные блюда сибирской кухни."
3793,https://media.kudago.com/images/place/3a/b5/3ab5f7e400b73691385bfc8be4986d13.jpg,Зарайск,"Зарайск — город, представляющий историю России в миниатюре."
2019,https://media.kudago.com/images/place/1c/27/1c279b547efc2c9fa7ec6006306d6c26.JPG,Центральный выставочный зал «Манеж»,"Входит в список интереснейших памятников Москвы: несколько веков назад здесь находилась площадка для казарменной муштры, сегодня же «Манеж» является одним из главных выставочных залов столицы."
7620,https://media.kudago.com/images/place/b3/b7/b3b7cf3a517fb243a97e1f53e325d3a3.jpeg,Лагерь «Подмосковный»,"«Кто шагает дружно в ряд — это сталкеров отряд», — так сегодня звучит кричалка заброшенного пионерлагеря «Подмосковный». Доехав до ж/д платформы «Кузяево» и пробравшись сквозь лес к месту назначения, можно почувствовать себя не только настоящим сталкером, но и, как говорят, увидеть пионеров-призраков."
7720,https://media.kudago.com/images/place/2d/a2/2da209c1505ab6962d660c898338935a.jpeg,Ресторан Yoko,"Ресторан японской кухни Yoko («Йоко») — это стильное заведение с прекрасным видом на храм Христа Спасителя. Главный принцип Yoko: гостей здесь угощают только свежей рыбой и морепродуктам, многие из которых поставляются прямо из Японии."
1287,https://media.kudago.com/images/place/b6/51/b65192fe6b5f6703416c5bbc78c17a26.jpg,усадьба Лефортово,"Говорят, именно здесь Пётр I впервые встретил одного из своих сподвижников и будущего закадычного друга — Франца Лефорта. А сегодня это место, где экскурсоводы знакомят посетителей с историей России, показывают старинные фотографии и видеозаписи, устраивают интерактивные программы и читают исторические лекции."
7653,https://media.kudago.com/images/place/a2/96/a2962d0068432e17235b0f62df688b75.jpg,Горбовская ГЭС,"В 80 километрах от Москвы стоит Горбовская ГЭС — заброшенная станция, где отлично сохранились механизмы плотины, фильтры и даже загадочный тоннель, о предназначении которого до сих пор ходят легенды. Горбовская ГЭС сегодня — это своеобразный музей раритетных конструкций."
4439,https://media.kudago.com/images/place/93/82/9382326f165ab8b8368748965cba0fbe.jpg,Патриаршие пруды,"Здесь всё дышит мистикой, загадкой и стариной. Именно здесь повстречались несчастные Берлиоз, Бездомный и легендарный Воланд. Знаете, как почувствовать дух старой Москвы?"
21309,https://media.kudago.com/images/place/0d/c2/0dc2a1f71cd9088f34f271947ef3e5bd.jpg,музыкальный бар «Мумий Тролль»,"Один из крупнейших в Москве музыкальных баров располагается на Новом Арбате. Здесь проводят концерты и отборочные туры международных фестивалей, а ещё гостям подают уникальные блюда дальневосточной кухни."
1767,https://media.kudago.com/images/place/fc/39/fc3934bc0ba35e9517b54b2ffa72aef8.jpeg,Кафе «Люди как люди»,"В уютном кафе «Люди как люди» гармонично сочетаются тёплая атмосфера, быстрое обслуживание и вкусная еда."
15356,https://media.kudago.com/images/place/5c/2c/5c2c0d2cfd7959599977c82de232024e.jpg,Дом на набережной,"Этот дом имеет разные названия: «Серый Кремль», «Московская Бастилия», «Остров Сокровищ», «Ловушка для большевиков», «Гроб», «Райский остров» и некоторые другие. Официально он именовался Домом правительства, однако среди жителей столицы известен как Дом на набережной."
27094,https://media.kudago.com/images/place/ac/15/ac15fc3d479be2bd0b4d72c43207b65c.jpg,мультимедийный исторический парк «Россия — моя история»,Исторический парк «Россия — моя история» занимает более 22 000 м² и расположен на трёх ярусах. Здесь вы найдёте ответы на эпохальные вопросы и погрузитесь в три исторические эпохи.
3,https://media.kudago.com/images/place/b9/8e/b98e702f64177fce9dc0ca449afd8c00.jpg,Московская филармония,Московская филармония до сих пор с гордостью несёт звание одной из самых крупных концертных организаций мира.
8882,https://media.kudago.com/images/place/90/1e/901ec240f0c9c7b631ce4f3243eaa9d1.jpeg,Академический театр имени Моссовета,"Один из старейших театров Москвы: его стены помнят ещё Фаину Раневскую и Любовь Орлову. В театре работают две сцены: основная — для классических постановок, сцена «Под крышей» — для новых форм и творческих экспериментов."
10324,https://media.kudago.com/images/place/3f/ed/3fed113a07b80e75386749c14f8993e8.jpg,бар «Концерт»,"Один из старейших музыкальных клубов столицы, история которого началась 15 лет назад, значительно модифицировал свой формат и поменял место дислокации."
10394,https://media.kudago.com/images/place/9e/06/9e0639479bbcff95cea0c9ebcf996c32.jpg,Музей воды,"Футурологи утверждают, что следующая мировая война будет вестись за воду — главный жизненный ресурс человечества. В Москве есть музей, посвящённый этой безусловной ценности. Вернее, тому, как менялось техническое оснащение потребления воды в истории цивилизации."
1274,https://media.kudago.com/images/place/f3/25/f3259ebbd892e4e30d17620649e72a3e.png,ГУМ-каток на Красной площади,"Прокатиться с ветерком, любуясь известными столичными достопримечательностями, приглашает каток на главной площади страны."
10784,https://media.kudago.com/images/place/06/93/0693cf325ce931126b008be1e18f2cd8.jpg,Музей кочевой культуры,"Если тебе некуда деть юрту, организуй в ней музей!"
6317,https://media.kudago.com/images/place/dc/ba/dcba282c8579402589143f77f7c1131d.jpeg,Стейк-хаус Torro Grill,Доступный стейк-хаус с открытой кухней.
1370,https://media.kudago.com/images/place/d9/e7/d9e7e72f0516285fa778e84abb2c78ca.jpg,Московский театр кукол на Спартаковской,Старейший государственный театр кукол Москвы. В репертуаре спектакли для зрителей разных возрастов — от бэби-театра до постановок для подростков и взрослых. Театр привлекает режиссеров лучших кукольных театров России.
5547,https://media.kudago.com/images/place/4e/aa/4eaaf9f05791065b9e5b153f7e4dd074.jpg,центр управления полётами,"На экскурсии в ЦУПе можно посетить Главный зал управления российским сегментом Международной космической станции, понаблюдать за работой специалистов в режиме реального времени и посмотреть увлекательные фильмы о космосе."
1621,https://media.kudago.com/images/place/3e/3a/3e3af1991d7837a723b479924c9af222.jpg,горнолыжный курорт FreeStyle,"Новый горнолыжный курорт FreeStyle стал настоящим открытием как для любителей зимнего экстрима, так и для тех, кто больше любит семейный отдых с комфортом!"
10629,https://media.kudago.com/images/place/c6/b3/c6b32bb2ef03db197952081dc61ef3bb.jpg,Зоологический музей МГУ,"Место, где любители природы могут познакомиться с многообразием животного мира планеты, увидеть необычных представителей фауны и послушать лекции о тайнах природы."
3461,https://media.kudago.com/images/place/ba/e7/bae742d4d2d5a2fe574d6f2edf37b693.jpg,Театр Наций,"Уникальный театр без собственной труппы, видный участник современного мирового театрального процесса. Здесь смело и актуально интерпретируют классику, ставят авторские прочтения, экспериментируют со зрительским восприятиям и обращаются к самым животрепещущим темам."
17714,https://media.kudago.com/images/place/68/40/68407bc3269606bfa2d41023e87269ab.jpg,стадион «Открытие Банк Арена»,"Домашняя арена ФК «Спартак», на которой проводят спортивные и культурные мероприятия."
10630,https://media.kudago.com/images/place/9b/41/9b4194d7652459ffdffd407aae0f280e.jpg,Музей истории шоколада и какао «МИШКа»,"Музей создан при участии двух ведущих кондитерских фабрик Москвы. В нём представлены необычные экспозиции, которые поведают посетителям об истории шоколада со времён индейцев майя до наших дней."
1392,https://media.kudago.com/images/place/b2/d4/b2d4cc9aa9d90f0e8656dde108b6d76f.jpg,Измайловский парк,"Есть в Москве удивительное место, в котором легко дышится и мечтается, где обитают певчие птицы и ручные белки. Это Измайловский парк — уникальное сочетание живой природы и площадки для активного отдыха и культурного времяпрепровождения."
7663,https://media.kudago.com/images/place/6d/af/6daf64eb9d774132111063a750456039.jpg,Крутицкое подворье,"Если вы хотите окунуться в прошлое, прочувствовать его дух, прикоснуться к старине, то вам стоит посетить Крутицкое подворье. Казалось бы, центр современного мегаполиса, но и здесь есть потаённые уголки, которые время оставило неизменными."
31316,https://media.kudago.com/images/place/92/65/926507d90f618f8c08374316c4f326f7.jpeg,парк «Тюфелева роща» на ЗИЛе,"Оригинальный парк разбили на территории бывшего завода имени Лихачёва (ЗИЛ). Здесь можно отдохнуть возле живописной «голубой лагуны» с кристально чистой водой, прогуляться по аллеям среди цветников и полюбоваться пейзажем со смотровой площадки. Дождь прогулкам не помеха — от непогоды вас защитит навес-пергола."
5125,https://media.kudago.com/images/place/ef/3b/ef3bc62d08a294e6798c4670883f7b52.jpg,Триумфальная арка,Триумфальная арка Москвы — символ мужества русского народа.
1738,https://media.kudago.com/images/place/ee/76/ee76877138ca9ff3d80aab482fdb589d.jpg,музей-театр «Булгаковский дом»,"«Булгаковский дом» — уникальный культурный центр, основанный по инициативе и при живом участии поклонников творчества знаменитого русского писателя. Это целый комплекс, имеющий широкие технические и интеллектуальные возможности для плодотворной работы."
30776,https://media.kudago.com/images/place/b4/d1/b4d1ca080c3a11feceaff579f6372ece.jpeg,Парк виртуальной реальности Engage,Оказаться в центре гангстерских разборок или перенестись в мир будущего и погрузиться в захватывающие сражения с командой противника можно в парке Engage. Полное погружение в игру обеспечат последние технологии виртуальной реальности.
847,https://media.kudago.com/images/place/52/90/52904e2224aaca3f9165ddc37b0bd5e4.jpg,Театр имени Евгения Вахтангова,"Без праздника — нет спектакля. Таким девизом руководствовался знаменитый московский режиссер Евгений Вахтангов, создавая постановку, которая позже станет классикой, настоящей школой актерского искусства — «Принцессу Турандот» по сказке Карло Гоцци. Своим заветам Вахтангов не изменял на протяжении всей творческой карьеры — таким же праздничным и карнавальным, как легендарный спектакль, был и является по сей день его театр."
846,https://media.kudago.com/images/place/b4/09/b409f1519c481edd413006946b834410.jpg,Малый театр,"Малый театр — один из старейших в Москве. Сразу после указа Екатерины II о создании в Петербурге первого в России театра в 1756 году при Московском университете открывается театральная мастерская. Ее актерами стали студенты, а для постановок использовали произведения популярных на то время авторов."
6390,https://media.kudago.com/images/place/77/c5/77c5993e31c2d933352328273d62bd53.jpg,столовая № 57,Где поесть в центре Москвы? Вкусный ответ на этот вопрос можно найти на третьем этаже третьей линии ГУМа. Именно там располагается «Столовая № 57».
422,https://media.kudago.com/images/place/6f/ee/6feee3e83ab7283f9509fa64143a0b8c.jpg,концертный зал VK Stadium,"Концертный зал VK Stadium, спроектированный с учётом всех современных требований к комфорту и безопасности, вполне соответствует статусу одной из передовых московских площадок. Новая площадка открылась в декабре 2022 года на месте клуба Adrenaline Stadium."
1502,https://media.kudago.com/images/place/25/62/256203f88b3b3fd9686e517df18e72bd.jpg,Дом Высоцкого на Таганке,"Старинное здание с портретом Высоцкого на фасаде относится к XVII веку. Когда-то на этом месте находилась Тетеринская слобода, потом доходный дом, а позже обычные коммуналки. Сегодня здесь располагается Государственный культурный центр — музей великого барда, артиста и поэта Владимира Высоцкого «Дом Высоцкого на Таганке»."
3463,https://media.kudago.com/images/place/78/dc/78dcdcad3d2e3b6f0ac9c5737f0dbffd.jpg,Детский музыкальный театр имени Наталии Сац,"Музыкальный театр для детей, в репертуаре которого переложения классических опер и балетов соседствуют с современными произведениями для малышей, школьников и подростков."
33626,https://media.kudago.com/images/place/84/9f/849fb047e242aae145eefb4ebc7eb2b2.jpg,Художественный МУзей МУсора «МУ МУ»,"Меньше мусора, больше смысла — таков девиз одного из самых необычных музеев «МУ МУ». Здесь собраны работы художников, которые дают вещам вторую жизнь и вдохновляют других на творчество."
5921,https://media.kudago.com/images/place/5c/93/5c93bcc398d85312339230c183385f76.jpg,Эйфелева башня в Москве,"Вы можете поехать в Париж и отстоять огромную очередь, чтобы посетить главную его достопримечательность — великолепную Эйфелеву башню. А можете просто сесть в метро и, не выезжая за пределы МКАД, прикоснуться к точной её копии."
7135,https://media.kudago.com/images/place/07/63/076323827569e1d60138a8f9162ecd35.jpg,арт-парк «Никола-Ленивец»,"Арт-парк «Никола-Ленивец» — прекрасная возможность провести чудесные выходные недалеко от Москвы! Природа, удивительные арт-объекты, рестораны, активный отдых и уютный ночлег — всё это есть в парке."
7266,https://media.kudago.com/images/place/0e/9d/0e9d269bbc114e5da67ad93e1ee06ae7.jpg,Басурманские склепы,В 1771 году в Москву пришла чума. Ужасная эпидемия была последствием русско-турецкой войны и унесла множество жизней. Печальным напоминанием об этих страшных временах стали Басурманские склепы.
845,https://media.kudago.com/images/place/d3/6d/d36dd602a804e82b48fd68303513b0ed.jpg,Московский академический музыкальный театр имени Станиславского и Немировича­-Данченко,"Театр сотрудничает с известными европейскими режиссёрами и хореографами, проводит фестивали современного танца, активно экспериментирует и ищет новые формы."
206,https://media.kudago.com/images/place/a2/c8/a2c8231fc48ab6378e4ca7ef1697c40b.jpeg,Московский Кремль,"Величественный и древний, Московский Кремль уже много веков остаётся главным символом необъятной России."
4793,https://media.kudago.com/images/place/0d/bf/0dbfc158c3c19b2d6c76a53c9c0d5ac1.jpeg,ресторан «Узбекистан»,"«Узбекистан» — это один из первых ресторанов, благодаря которому москвичи начали знакомиться с колоритной восточной кухней."
33221,https://media.kudago.com/images/place/4f/f9/4ff9c903c885c35f2f71676018661a28.jpg,клуб «16 Тонн Арбат»,"Заведение в центре Москве, которое работает в формате арт-паба с возможностью заказать еду, оценить пиво из фирменной пивоварни на Пресненском валу — и познакомиться с артистами, выступающими в разных жанрах, в уютной атмосфере."
32407,https://media.kudago.com/images/place/63/64/6364fc28dcb918f9fa1ac1bc88b5db48.jpg,дом с корнями,"Монструозное здание в Текстильщиках, у которого что ни название, то страшилка: от плетёного дома до безумного творения в стиле Гауди."
27282,https://media.kudago.com/images/place/fa/6a/fa6aaa597d598e1c69754761c14b25f1.jpg,Lюstra Bar,"Бару Lюstra возле станции метро «Академическая» найдётся, чем вас удивить и порадовать: качественной живой музыкой, эксклюзивными блюдами от шеф-повара и уютным фьюжн-дизайном. А что ещё нужно для отличного отдыха?"
34757,https://media.kudago.com/images/place/e5/59/e559049831b4ec3f8ac231e5e73a004c.jpg,Бар «Слёзы Берёзы»,Место с уникальной атмосферой и широким выбором гастрономии.
34419,https://media.kudago.com/images/place/1a/aa/1aaa9a5756379bfc4ee19745f54963e1.jpg,живой лабиринт в парке «Лосиный остров»,"Лабиринт, напоминающий декорации из четвёртого «Гарри Поттера», появился на территории парка «Лосиный остров»."
842,https://media.kudago.com/images/place/60/32/60328f35e8eddcea0f3e40b039f7c3d7.jpg,Театр имени Владимира Маяковского,"Театр с богатой историей, один из старейших и самых заслуженных в Москве и в России, действующий с 1922 года."
2636,https://media.kudago.com/images/place/13/76/1376c45b88f554733a4816c79b004eda.jpg,кинотеатр «Пять Звёзд» на Павелецкой,Большой современный кинотеатр с пятью залами и разнообразным репертуаром для всей семьи.
1932,https://media.kudago.com/images/place/16/1d/161dd8aea839f2ead54501dff64afda3.jpeg,Бар Delicatessen,"Бар Delicatessen — это место, у которого есть душа. Найти его будет непросто, но, попав сюда, вы почувствуете, что всё-таки вырвались из будничной городской суеты."
10305,https://media.kudago.com/images/place/72/37/7237c336ffc38ffc7a7f3e53c40b64b5.jpg,Большой Московский цирк на проспекте Вернадского,"Один из самых грандиозных стационарных цирков мира, который способен разместить более 3 000 посетителей одновременно."
18033,https://media.kudago.com/images/place/e1/6d/e16dc65bd2cd61eba71c21d06a8b601a.jpg,байк-центр и ночной клуб Sexton,"Байк-центр представляет собой целый комплекс заведений, в которых можно отлично провести время."
3970,https://media.kudago.com/images/place/f4/c7/f4c7c3d146059eb6e0fdea9e3e156848.jpg,Театр «Уголок дедушки Дурова»,"Уникальный театр, в котором актёрами выступают животные, был создан основателем легендарной династии Владимиром Дуровым более ста лет назад. Сегодня в театре открыты две сцены, музей и «Мышиная железная дорога»."
7672,https://media.kudago.com/images/place/29/d7/29d7c7718147d35de5fcabb1cc66d3fe.jpg,Ростокинский акведук,"В Москве существует множество интересных мест, о которых мы и не подозреваем. Одно из них — расположенный в сквере рядом с проспектом Мира Ростокинский акведук."
2900,https://media.kudago.com/images/place/57/19/57194bbe480d1fbd8a8697ec37e27eee.jpg,Кафе «Сайгон» на Савёловской,"Ресторан вьетнамской кухни радует посетителей экзотическими блюдами. Уютное заведение, просторный и светлый зал, яркий дизайн дарят ощущение комфорта и располагают к хорошему времяпровождению."
11114,https://media.kudago.com/images/place/4c/d0/4cd0dbb242c51756bbd6605a36b945ab.jpg,кафе Michel,Парижский шик «на каждый день».
12185,https://media.kudago.com/images/place/c8/98/c8983e611ec381e8181efba499642bf3.jpg,«Исторический туалет» в ГУМе,"В ГУМе всё выглядит дорого и красиво, даже туалет. Однако «Исторический туалет» не просто выполняет свои прямые функции, он также является музеем, позволяющим перенестись на 120 лет назад."
15337,https://media.kudago.com/images/place/8a/2c/8a2c494cd62e48b7e65d77980247ee3c.jpg,«Святой обруч» в Ивановском монастыре,"В основанном в XVI веке Иоанно-Предтеченском женском монастыре, впоследствии получившем имя Ивановского, хранится святыня, помогающая исцелять страждущих и исполнять заветные желания — икона Иоанна Предтечи с обручем."
5130,https://media.kudago.com/images/place/74/85/7485d49a97d09d3aa666a4b67ff9dee8.jpg,улица Пречистенка,"Пречистенка — одна из старых московских улиц, которая сохранила свой исторический облик лучше многих других столичных мест."
10984,https://media.kudago.com/images/place/65/99/6599956fede016c8f41d05edfde753d4.jpg,Музей Мосфильма,"Увидеть в реальной жизни костюмы, машины и декорации к любимым фильмам — сплошное удовольствие для зрителей, а для киноманов и вовсе голубая мечта!"
33067,https://media.kudago.com/images/place/a8/b2/a8b27d62c32aa829682854862f522840.jpg,могила Бориса Пастернака,"Могила одного из самых известных поэтов России ХХ века находится на Переделкинском кладбище — возле посёлка, где Пастернак провёл последние годы жизни. Сюда приезжают почтить его память многочисленные читатели и поклонники — не только российские, но и зарубежные."
30884,https://media.kudago.com/images/place/c4/60/c4601eeb9706dd71e722d7efa8b5095f.jpeg,Бар Dirty Dance,"Если вы хотите не просто сходить в бар, но и найти место для настоящего отдыха во всех его проявлениях, добро пожаловать в бар «Грязные Танцы» — место, где вы всегда можете быть собой, отрываться, как в последний раз в жизни, и возвращаться сюда снова и снова."
3783,https://media.kudago.com/images/place/d7/8b/d78b4a8ff424bb1e408b241abe2a0944.jpg,французские бистро «Жан-Жак»,"Небольшие, уютные и такие французские кафе «Жан-Жак»."
4902,https://media.kudago.com/images/place/55/bc/55bc6ebe861075e9a18de70f8506f99e.webp,Ресторан «Сейджи»,Ресторан японской кухни «Сейджи» входит в рейтинг лучших ресторанов мира и в топ-100 лучших ресторанов Москвы. Именно здесь в меню можно обнаружить новые для нас и привычные для японцев блюда национальной кухни.
2953,https://media.kudago.com/images/place/38/09/3809ca9dcfb17eb884ba4c70ed420dd0.jpg,Московский драматический театр имени Пушкина,"Театр, созданный на обломках легендарного таировского Камерного театра. Спектакли идут на двух сценах. В репертуаре — и классика, и пьесы современных авторов."
576,https://media.kudago.com/images/place/46/f6/46f62202d3f23d01b88b3abf8847d493.jpeg,усадьба Семёновское-Отрада,"Настоящая заброшенная усадьба, величественная и мрачная одновременно. Здесь могли бы водиться призраки. Впрочем, даже если бы они тут и были, мы бы об этом вряд ли узнали."
772,https://media.kudago.com/images/place/cb/a9/cba9e390cf84750ae969da85ac33c990.jpg,дом Мельникова в Кривоарбатском переулке,"В Москве много необычных жилых домов, однако даже на фоне нетипичных зданий столицы выделяется эта небольшая постройка. Дом Мельникова широко известен за границей как одна из достопримечательностей столицы, однако в самой Москве о нём, как ни странно, знают далеко не все."
2790,https://media.kudago.com/images/place/1c/cb/1ccbf48baf2114defad244dfbba093ff.jpg,кинотеатр «Москино Юность»,"Семейный кинотеатр, который радует детей и их родителей кинолентами уже более полувека!"
105,https://media.kudago.com/images/place/6b/47/6b47f65dd479711227571e52b54f24b2.jpg,ресторан Beverly Hills Diner,"Ресторан «Беверли Хилс Дайнер» — настоящий американский дайнер, сошедший с киноэкрана!"
15841,https://media.kudago.com/images/place/23/67/236727ac2c5252e47b886cc40dfb874c.jpg,ресторан «Китайская грамота»,"Китайский ресторан, взявший за основу меню блюда гуандунской (кантонской) кухни. Проект известного столичного адвоката и ресторатора Александра Раппопорта."
3608,https://media.kudago.com/images/place/13/1e/131ee1ef3a9577416406c5b49fe52ef1.jpeg,Кафе «Теремок»,Русский народный... фастфуд.
32230,https://media.kudago.com/images/place/67/8d/678d95e73753deb3e8ce6b0293112ef2.jpg,мексиканский ресторан «Панчо Вилья»,"«Панчо Вилья» — латиноамериканский бар, ресторан и музей под одной крышей. Вот уже более 20 лет заведение с именем известного революционера радует гостей аутентичными мексиканскими блюдами. Здесь можно послушать живую музыку, спеть караоке и посетить танцевальный мастер-класс."
1065,https://media.kudago.com/images/place/ac/a1/aca1863f71bb7f31a59f851138c1deaf.jpeg,Театр «Практика»,Театр новой драмы под руководством Марины Брусникиной.
7896,https://media.kudago.com/images/place/7d/4b/7d4bd9583755190ed6b62adba866e435.jpg,Лопатинский рудник,"В Воскресенском районе, в окрестностях посёлка Фосфоритный располагается одно из самых необычных и экзотических мест Подмосковья — Лопатинский рудник."
30739,https://media.kudago.com/images/place/bb/68/bb680c16871a4d370f0714f3de839f83.jpeg,Центр динамических развлечений «Аэродинамика»,"Готовы испытать восторг свободного падения или выполнить фигуру высшего пилотажа? А может, пройтись по карнизу небоскрёба или погрузиться на дно океана? Всё это и даже больше доступно в центре динамических развлечений «Аэродинамика»."
31911,https://media.kudago.com/images/place/01/98/0198cdc2e920c515ad64229074ce8c50.jpeg,Конный комплекс «Созидатель»,"В подмосковном Лыткарино на восьми гектарах земли расположился конно-спортивный клуб, уютная атмосфера которого располагает к тренировкам и расслабленному отдыху. На территории комплекса находятся мини-зоопарк, ферма миниатюрных лошадей, кафе и шатры для организации праздников, манежи для верховой езды и демонстрации конных шоу-программ."
1423,https://media.kudago.com/images/place/4e/65/4e65ec1b4952567ec562f1b2348199ec.jpg,Музей русского лубка и наивного искусства,"Во Франции гордятся классиком примитивизма Анри Руссо, в Грузии — художником-самородком Пиросманишвили (о котором написана песня «Миллион алых роз»), а вот о русских живописцах-самоучках до некоторых пор было известно только узкому кругу специалистов."
26411,https://media.kudago.com/images/place/fc/b3/fcb343677b28a4ff75f6144632e390bf.jpg,интерактивный музей «Лунариум»,"«Лунариум» — это место, где вы самостоятельно сможете провести массу научных опытов, раскрыть секреты чёрных дыр, войти в контакт с инопланетянами, сотворить собственное торнадо и убедиться, что знание рождается из экспериментов и наблюдений."
630,https://media.kudago.com/images/place/19/1b/191b52ebc9c234105396ce06b97397fd.jpg,Театр «Мастерская Петра Фоменко»,"Представления театра собирают неизменные аншлаги, на которые трудно купить билеты, поскольку постановки —  неоднократные лауреаты самых престижных профессиональных премий: «Золотая Маска», «Чайка», «Гвоздь Сезона», «Хрустальная Турандот»."
25799,https://media.kudago.com/images/place/bd/4e/bd4e5fd6aec7dcb8609d5da356651d27.jpg,ресторан «Бункер-42 на Таганке»,В период Холодной войны и напряжённых отношений между СССР и США в секретном бункере на Таганке находился центр управления дальней авиации. А сегодня подземные лабиринты преобразились до неузнаваемости в стильный дизайнерский ресторан «Бункер-42 на Таганке».
875,https://media.kudago.com/images/place/5c/19/5c19ddbf2ccfdfc1c4889440cd4b5fd8.jpg,Галерея искусств Зураба Церетели,"В галерее можно увидеть две постоянно действующие экспозиции. Одна из них — коллекция копий античной скульптуры, которые были созданы по оригинальным образцам ГМИИ имени Пушкина. Зал антики со сводчатым потолком и нишами, в которых установлены произведения, — своеобразный «итальянский дворик», напоминающий о великих основателях классической пластики. Вторая постоянная коллекция — собрание работ основателя галереи, известного в России и за рубежом художника и скульптора Зураба Церетели."
16981,https://media.kudago.com/images/place/91/e7/91e704c0ed8709ba43e94dea3826dbd6.png,Диорама Москвы,В конце 1970-х годов группа художников закончила работу над объёмной диорамой центра Москвы. Над копией работало около 300 человек. Панораму планировали демонстрировать на выставке в США.
34165,https://media.kudago.com/images/place/40/8c/408c7f1cdc62c1fcff69ae7091a9db73.JPG,ресторан Meat_coin,"Если вы знаете толк в мясе, цените высокий уровень сервиса и домашний комфорт, приходите в Meat_coin — ресторан, где свои шедевры создают звёзды мясной кухни."
4833,https://media.kudago.com/images/place/38/30/383097996949e5d0beec6c8b5123d218.jpg,усадьба Черёмушки,"В районе Черёмушек много загородных усадеб, полностью или частично сохранившихся до наших дней. По преданиям, здесь раньше были только пустошь да овраг, сильно заросшие черёмухой. В период её цветения по всей округе разливался сладкий запах. Отсюда и появилось название — Черёмушки."
10,https://media.kudago.com/images/place/28/89/28897f7b74412b5e1db5fd3f5e3bc9c6.jpg,Музей архитектуры имени Щусева,"В музее собраны уникальные документы, чертежи, фотографии и модели, которые помогают составить представление не только об особенностях российской архитектуры, но и о специфике зодчества многих стран мира."
24519,https://media.kudago.com/images/place/43/3a/433ad5fbbc87190be485217638ceb592.jpeg,Площадь Революции,Одна из главных площадей столицы до 1918 года звалась Воскресенской. Переименовали её в память о событиях Октябрьского восстания. Именно здесь в 1917 году проходили наиболее ожесточённые бои.
10040,https://media.kudago.com/images/place/55/83/5583c63c4f898ed8106a2a52fd1af6d0.jpg,Булгаковская Москва,"С романами Михаила Булгакова так или иначе знаком каждый человек нашей огромной страны. Каждый ребёнок знает, чем закончилось «Собачье сердце», подростки и по сей день взахлёб читают «Белую гвардию» и «Дни Турбиных», но жемчужиной его литературного таланта во все времена считается роман «Мастер и Маргарита». Прогуляемся вместе по Патриаршим прудам и другим местам, связанным с этим романом."
