age_restriction,categories,dates,description,favorites_count,foreign_url,images,phone,place,price,subway,timetable,title
,['restaurants'],,"<p>Официанты здесь носят кеды, а подают вкуснейшее мороженое. Вердикт: стильно, уютно, а главное — вкусно.</p>
",55,,https://media.kudago.com/images/place/4c/68/4c68e8106b95888ebb93fc7f00cc04e5.jpg,+7 985 443-73-44,,,Арбатская,ежедневно 8:00–23:00,ресторан Conversation
,['attractions'],,"<p>Здание Московского монетного двора известно каждому москвичу: первое сооружение было возведено здесь ещё в XVII веке и затем не раз перестраивалось. Сейчас оно занимает целый квартал и располагается между Воскресенскими воротами, Печатным двором и Заиконоспасским монастырём.</p>
",27,http://www.mmint.ru/,https://media.kudago.com/images/place/c7/87/c7873baf874f37183797740d46a91240.JPG,+7 495 729-56-69,,,Тульская,"пн–чт 8:30–17:15, пт 8:30–16:00",Московский монетный двор
,"['park', 'attractions']",,"<p>Долина реки Сходни — это масштабный природный комплекс, состоящий из заливных лугов, лесов и рощ, живописных берегов рек и даже болот.</p>
",51,,https://media.kudago.com/images/place/e7/4d/e74d5ac07a72843feb237aa8b6100c9b.jpg,,,,Планерная,ежедневно весь день,долина реки Сходни
,"['museums', 'theatre']",,"<p>«Булгаковский дом» — уникальный культурный центр, основанный по инициативе и при живом участии поклонников творчества знаменитого русского писателя. Это целый комплекс, имеющий широкие технические и интеллектуальные возможности для плодотворной работы.</p>
",440,https://vk.com/bulgakov_house,https://media.kudago.com/images/place/ee/76/ee76877138ca9ff3d80aab482fdb589d.jpg,"+7 495 775-94-61, +7 495 970-06-19",,,Маяковская,"пн–пт 13:00–19:00, сб, вс 12:00–19:00",музей-театр «Булгаковский дом»
,"['park', 'attractions']",,"<p>Территорию вокруг прудов благоустроили в начале прошлого века братья-армяне Джамгаровы — в их честь и назван этот парк.</p>
",51,,https://media.kudago.com/images/place/4c/6f/4c6fbe81937def0c131466dce721a981.jpg,,,,Медведково,ежедневно весь день,парк «Джамгаровский пруд»
,"['amusement', 'recreation']",,"<p>Не знаете, чем удивить друзей? Приходите на мотодром и окунитесь в мир адреналина и увлекательных поездок под рёв мотора. Новичков обучат азам вождения, а мотоциклистам со стажем предложат маршруты под открытым небом.
 </p>",71,https://vk.com/enduropokatuhi,https://media.kudago.com/images/place/61/68/6168d346b3bd0f1ba174e5f303d7b229.jpg,,,,Раменки,,мотодром «Эндуро покатухи»
,['art-centers'],,"<p>Там, где когда-то творили культовые писатели, сейчас можно интеллектуально провести время и запастись яркими впечатлениями.</p>",2,https://vk.com/peredelkino_dt,https://media.kudago.com/images/place/5e/e0/5ee032b6ddfe8af9054accdf4b1bd4ab.jpeg,+7 916 260-94-88,,,,вт–вс 12:00–21:00,Дом творчества «Переделкино»
,['theatre'],,"<p>Театр сотрудничает с известными европейскими режиссёрами и хореографами, проводит фестивали современного танца, активно экспериментирует и ищет новые формы.</p>
",9,https://stanmus.ru/,https://media.kudago.com/images/place/d3/6d/d36dd602a804e82b48fd68303513b0ed.jpg,+7 495 650-23-93,,,"Пушкинская, Тверская, Чеховская",касса: ежедневно 11:00–20:00,Московский академический музыкальный театр имени Станиславского и Немировича­-Данченко
,"['park', 'attractions']",,"<p>Это место — возможность абстрагироваться от шума и суеты мегаполиса и совершить неспешную прогулку по садам и лесам разных стран и континентов.</p>
",240,https://vk.com/moscowtropics,https://media.kudago.com/images/place/54/ba/54bad1da6a69c090951020586fc07930.jpg,"+7 495 619-53-68, +7 916 081-71-86",,,Владыкино,"вт, ср, пт–вс 10:00–17:00, чт 10:00–14:00",Фондовая оранжерея Главного ботанического сада имени Цицина РАН «Московские тропики»
,['restaurants'],,"<p> </p><p>Место, которое поразит сдержанностью в интерьере, добротой к животным и сладким рафом.</p>",0,,https://media.kudago.com/images/place/29/12/291222275f1fff053a92f2e137fde4ed.jpg,,,,"Сретенский бульвар, Тургеневская, Чистые пруды",,Кофейня «Полдень»
,"['park', 'attractions']",,"<p>Небольшой зелёный парк в двух шагах от метро «Выставочная»: единственные сохранившиеся в Москве голландские пруды и дорожки, которые помнят Пушкина и Баратынского.</p>
",263,,https://media.kudago.com/images/place/27/61/2761c0fad9c74c83db50febb5c3f808f.jpeg,+7 499 256-13-02,,,"Выставочная, Улица 1905 года",ежедневно весь день,Парк «Красная Пресня»
,"['attractions', 'homesteads', 'church']",,"<p>Уникальная постройка в готическом стиле, украшающая подмосковную усадьбу.</p>
",56,https://hrambykovo.ru/,https://media.kudago.com/images/place/36/90/369094de09d36a55c503b446d2e8fe3d.jpg,,,,,,церковь Владимирской иконы Божией Матери
,['attractions'],,"<p>Почти 25 лет решалась судьба этого памятника — его браковали, отстаивали, переделывали. В конце концов талант победил бюрократическую машину, и Москва обрела своего бронзового Чайковского.</p>
",0,,https://media.kudago.com/images/place/a6/26/a626072e125e2123823ab5d2eb8cbcce.jpeg,,,,Александровский сад,,Памятник Петру Чайковскому
,"['palace', 'attractions']",,"<p>Одна из самых красивых башен Кремлёвской стены, расположенная с восточной стороны между Спасской и Никольской башнями.</p>
",10,,https://media.kudago.com/images/place/02/10/02108a87f79e3c25aef9329053153b03.jpg,,,,Охотный Ряд,,Сенатская башня Московского Кремля
,"['monastery', 'attractions', 'temple', 'church']",,"<p>Основана Лавра в 1337 году, идейным вдохновителем строительства стал Сергий Радонежский. Место поклонения монахов постоянно росло, в итоге из монастыря святыня в 1744 году была переименована в Лавру. После революции в 20-м году Лавру закрыли, к концу 30-х годов все памятные места Лавры были разграблены, перестроены и приспособлены под жильё. И только после войны весной 1946 года святыня возобновила свои служения.</p>
",49,http://www.stsl.ru/,https://media.kudago.com/images/place/3f/d1/3fd17ccf82e92cd360a74882a48c4b8c.jpg,+7 496 540-59-42,,,,,Свято-Троицкая Сергиева Лавра
,"['amusement', 'kids']",,"<p>Ищете место, где ребёнок сможет вдоволь набегаться, напрыгаться и при этом узнать что-то новое? Присматриваете площадку для классного семейного праздника? Приходите в «Весёлые джунгли»! Парк оснащён системой турникетов и сертифицированным европейским оборудованием, а за детьми присматривают профессиональные инструкторы.</p>
",124,https://vk.com/funny_jungle,https://media.kudago.com/images/place/8e/4b/8e4bbd2f7edf871fa9c208f54bfe2def.jpg,+7 499 110-18-24,,,"Митино, Сходненская, Тушинская",ежедневно 10:00–22:00,парк активного отдыха и развлечений «Весёлые джунгли»
,"['palace', 'attractions']",,"<p>Одна из башен восточной стороны Кремля. Получила своё название, благодаря размещённому в ней Спасскому набатному колоколу, который оповещал о пожарах.</p>
",11,,https://media.kudago.com/images/place/a0/8f/a08f592c8fab7c4e40758a3794fefaa5.jpg,,,,Охотный Ряд,,Набатная башня Московского Кремля
,['museums'],,"<p>Прошлое столичных магистралей в контексте развития индустриальной мощи России.</p>
",55,https://mzd.rzd.ru/ru/11452,https://media.kudago.com/images/place/6c/5f/6c5f3ce6db95f205f9296b9a7e6b6a56.jpg,+7 499 623-39-78,,,Павелецкая,ср–вс 10:00–19:00,Музей железнодорожного транспорта Московской железной дороги (историческая часть)
,['restaurants'],,"<p>Хотите переместиться в прошлое и отведать сладости по старинным рецептам? «Иван-Чайное Купе» ждёт своих пассажиров! Гости кафе отправятся в гастрономическое путешествие по России начала XX века, познакомятся с историческими блюдами и разными видами русского чая. </p>",8,,https://media.kudago.com/images/place/b1/ba/b1ba68b16990957fdfec4cf46b6f006c.jpg,+7 495 970-70-97,,,Павелецкая,"пн–пт 10:00–22:00, сб, вс 12:00–23:00",кафе «Иван-Чайное Купе»
,['art-space'],,"<p>Были купеческие склады, а стало новое общественное пространство. Место для концертов, фестивалей и презентаций открылось на Третьем Красносельском в конце лета 2019. Почему вам стоит побывать на «Красной стреле» и чем здесь заняться?</p>",1,,https://media.kudago.com/images/place/d1/26/d1261f16499babe3a344d769f2c7f663.jpg,,,,Красносельская,,пространство «Красная стрела»
,"['amusement', 'museums', 'sights']",,"<p>Посетители музея погрузятся в темноту, раскрывающую все чувства, кроме зрения. Музей оборудован для зрячих и незрячих посетителей, здесь есть кафе, арт-галерея и тренинговый зал.</p>",16,https://muzey-v-temnote.ru/,https://media.kudago.com/images/place/78/1d/781d7fa449c426cdc77d69fd7a3dbadf.jpg,+7 901 703-31-44,,,"Арбатская, Смоленская",ежедневно 10:00–22:00,интерактивный музей в темноте «Сенсориум»
,"['attractions', 'homesteads']",,"<p>Усадьба всегда была местом притяжения людей искусства. Этот сказочный мир с красивейшими пейзажами вдохновил бывшего хозяина усадьбы на написание известной и любимой многими сказки про аленький цветочек. А ещё здесь есть уникальная скамья Врубеля, настоящая избушка на курьих ножках и церковь, над оформлением которой трудились знаменитые художники.</p>
",52,http://www.abramtsevo.net/,https://media.kudago.com/images/place/ac/f0/acf08183a3d7ec7d521c4f248aeaf2cc.jpeg,+7 496 543-24-70,,,,ср–вс 10:00–18:00,Музей-заповедник Усадьба Абрамцево
,['attractions'],,"<p>По соседству с <a href=""https://kudago.com/msk/place/patriarshie-prudy/"">Патриаршими прудами</a>, в Ермолаевском переулке, располагается элегантный дом с колоннами и львами на пилонах. При взгляде на него возникает впечатление, что это дворянский особняк дореволюционной эпохи. Однако дом был возведён в 1945 году для высшего генералитета Советского Союза.</p>",2,,https://media.kudago.com/images/place/0e/87/0e8720766fa246f99692ecb93f83765f.jpg,,,,Баррикадная,ежедневно 8:00–17:00,Дом со львами (Генеральский дом)
,['attractions'],,"<p>Арбат — одна из старейших улиц столицы, первое упоминание об улице на этом участке найдено в летописи 1565 года.</p>
",154,,https://media.kudago.com/images/place/ac/73/ac732a7c66630b33b08f8ad9119575e0.jpg,,,,"Арбатская, Смоленская",,Старый Арбат
,['museums'],,"<p>Место, где оживают эпохальные события русской истории, находится в самом центре Москвы. Здесь можно подержать в руках реалистичное оружие прошлых веков, познакомиться с древними народными промыслами и узнать много интересного о жизни наших предков.</p>",3,https://vk.com/podvalmuseum,https://media.kudago.com/images/place/02/f6/02f6b304c3e67f36a1a5c4aa1271e513.jpg,+7 916 538-49-51,,,"Площадь Революции, Театральная","пн–пт 11:00–20:00, сб, вс 10:00–20:00",контактный музей оружия «Оружейный подвал»
,"['kids', 'park', 'attractions']",,"<p>Детский парк «Усадьба Трубецких в Хамовниках» предлагает посетителям не только активный отдых на природе, но и познавательные экскурсии в поместье. Здесь можно посетить зоопарк, биологическую теплицу, научиться кататься на лошади, а также принять участие в конкурсах и соревнованиях для всей семьи.</p>
",430,https://mospark.ru/parki/parki-moskvy/parki-tsao/usadba-trubetskikh-v-khamovnikakh-detskij-park.html,https://media.kudago.com/images/place/b1/0a/b10a2c04f8a77b311a09115340105e97.jpg,+7 495 637-00-45,,,Фрунзенская,ежедневно 9:00–21:00,детский парк «Усадьба Трубецких в Хамовниках»
,"['cats', 'animal-shelters']",,"<p>Приютить кота — дело не только приятное, но и ответственное. Если вы давно хотели обзавестись домашним питомцем (а заодно и спасти кошачью жизнь), но ещё не знаете, где это можно сделать, добро пожаловать в частный приют «Муркоша».</p>
",7,http://murkosha.ru/,https://media.kudago.com/images/place/2d/a6/2da6167661cd36a930e02d9be2f13db6.jpeg,+7 495 135-51-03,,,"Бабушкинская, Медведково",ежедневно 9:00–21:00,Частный приют для кошек «Муркоша»
,['restaurants'],,"<p>Здесь можно объесться икрой, насладиться уникальным видом и почувствовать себя звездой, сидя у окна ресторана, отмеченного гидом «Мишлен».</p>",0,https://t.me/belugamoscow,https://media.kudago.com/images/place/60/74/60749f19ed9e67ef1a49a9cd2cd60811.jpg,,,,"Охотный Ряд, Площадь Революции, Театральная",ежедневно 12:00–0:00,Ресторан «Белуга»
,"['amusement', 'kids', 'recreation']",,"<p>Проводите лето в городе, но хотите ощутить дух приключений? Верёвочный комплекс «Мадагаскар» поможет побороть скуку и получить порцию адреналина на свежем воздухе.</p>",41,https://vk.com/strana.veselya,https://media.kudago.com/images/place/f1/ce/f1ce39d50ff2c90d1d5772da469ac681.jpg,+7 495 204-26-26,,,"Выставочная, Деловой центр, Улица 1905 года",ежедневно 11:00–21:00,верёвочный парк «Мадагаскар»
,['restaurants'],,"<p>«Железный Феникс» — одна из старейших московских чайных. Здесь чайная церемония возводится в ранг настоящего искусства, осеняющего всех причастных гармонией и красотой.</p>
",16,https://vk.com/teaclubculture,https://media.kudago.com/images/place/fe/60/fe6030c40a52ed3bbfd3cf7d33e9a7bd.jpg,+7 495 721-89-96,,,Чистые пруды,ежедневно 13:00–22:30,Клуб чайной культуры «Железный феникс»
,['restaurants'],,"<p>Ресторан похож на настоящее «дворянское гнездо» — залы отапливаются камином, традиционные русские блюда (например, томлённый в сметане кролик) подаются с апломбом, дрова трещат, а самовар дымится.</p>
",7,https://vk.com/oblomovrest,https://media.kudago.com/images/place/23/f3/23f3cb17856d4db25250cecb91ac3882.jpg,+7 495 953-68-28,,,"Добрынинская, Павелецкая",ежедневно 12:00–0:00,ресторан «Обломов»
,"['kids', 'park', 'attractions', 'recreation']",,"<p>В уникальном проекте в Одинцовском районе есть партизанская деревня, сотни экспонатов авиационной и бронетехники, площадки для игр в нёрф и лазертаг и самое большое в России открытое стрельбище. Чем ещё удивит «Патриот»?</p>",75,https://vk.com/parkpatriot,https://media.kudago.com/images/place/0a/41/0a416e999dfd8bb34cceecf1483a81ff.jpg,+7 800 707-01-07,,,Саларьево,"вт–пт 10:00–18:00, сб, вс 10:00–19:00",парк «Патриот»
,['restaurants'],,"<p>Уютное кафе с романтической атмосферой, где можно одинаково комфортно провести семейный праздник или деловую встречу.</p>
",34,https://vk.com/chocolatemoscow,https://media.kudago.com/images/place/2e/eb/2eeb739dc9204f57d530043f827ad318.jpg,+7 495 718-79-10,,,Новые Черёмушки,"пн–чт, вс 8:00–23:00, пт, сб весь день",кафе «Шоколад»
,['theatre'],,<p>Пространство для камерных постановок и творческих вечеров.</p>,0,http://www.mayakovsky.ru/,https://media.kudago.com/images/place/6a/c9/6ac907a853d9e3ec90de989754207a66.jpg,+7 495 690-46-58,,,"Пушкинская, Тверская, Чеховская",касса: ежедневно 11:00–20:00,Театр им. Вл. Маяковского (малая сцена)
,"['museums', 'attractions']",,"<p>Обширная территория музея-заповедника посвящена важнейшему событию в истории нашей страны. Памятники, захоронения и экспозиции — чтобы помнила вся Россия про день Бородина!</p>",3,https://www.borodino.ru/,https://media.kudago.com/images/place/8d/32/8d32797a93f515edeb2253f78db176f3.jpg,"+7 496 386-32-23, +7 496 385-15-46",,,,,музей-заповедник «Бородинское поле»
,['theatre'],,"<p>Один из лучших отечественных театров, специализирующихся на оперетте и мюзикле. В текущем репертуаре «Московской оперетты» классические постановки соседствуют с современными музыкальными шоу.</p>
",6,http://www.mosoperetta.ru/,https://media.kudago.com/images/place/ef/1d/ef1df7ef42b4fed78d72dfcc51d66c7b.jpg,+7 495 925-50-50,,,"Охотный Ряд, Театральная",касса: ежедневно 11:00–14:00 15:00–20:00,Театр «Московская оперетта»
,"['attractions', 'sights']",,"<p>«Цой жив» — это утверждение не раз доказывала именно эта простая кирпичная стена без окон на Старом Арбате. Местные власти закрашивали её чёрной краской, вандалы зачёркивали надписи поклонников, но она всё ещё полна рисунков, посланий и цитат из песен.</p>
",156,,https://media.kudago.com/images/place/fc/c6/fcc62c884d5907c71e03cd8864e03c59.jpg,,,,"Арбатская, Смоленская",ежедневно весь день,стена Виктора Цоя на Арбате
,"['amusement', 'recreation']",,"<p>«КАЛИБР» — масштабный современный стрелковый комплекс с четырьмя крытыми галереями, огромным выбором оружия и всем необходимым для комфортной и безопасной стрельбы. Здесь можно освоить новое спортивное хобби, посостязаться с друзьями, улучшить навыки. Профессиональные инструкторы всегда готовы проконсультировать и ответить на все возникающие вопросы.</p>",2,,https://media.kudago.com/images/place/1a/db/1adbafc2c05ce423746205c4fa410c7c.jpg,"+7 495 477-42-92, +7 903 290-67-00",,,"ВДНХ, Ростокино",ежедневно 9:00–21:00,спортивно-стрелковый клуб «КАЛИБР»
,"['park', 'attractions', 'suburb']",,"<p>Волшебное место, название которому дал Пришвин.</p>
",30,http://www.craneland.ru/,https://media.kudago.com/images/place/3e/67/3e67e70c12f0ffe5347c05aff4702d5a.jpg,+7 916 130-03-06,,,,пн–вс: 9:00–18:00,Заказник «Журавлиная родина»
,"['station', 'attractions']",,"<p>Ленинградский вокзал — аксакал и дедушка всех столичных вокзалов. Проще говоря, это самый старый вокзал Москвы. Он был построен в 1849 году по проекту архитекторов Константина Тона и Рудольфа Желязевича.</p>
",7,http://leningradsky.dzvr.ru/,https://media.kudago.com/images/place/19/a9/19a9c5c62c469c429423c4526dd60504.jpg,,,,Комсомольская,ежедневно весь день,Ленинградский вокзал
,['museums'],,"<p>Музей «Подпольная типография 1905—1906 годов» является составной частью Государственного центрального музея современной истории России. Здесь представлена тематическая экспозиция, посвящённая занимательной странице истории нашей страны.</p>
",22,https://www.sovrhistory.ru/museum/build/typography/index.php,https://media.kudago.com/images/place/b2/be/b2be47ab9d43f6ebc2fe798388c54852.jpeg,+7 499 251-69-43,,,"Белорусская, Менделеевская","вт, ср, пт, вс 11:00–19:00, чт, сб 11:00–20:00",Музей «Подпольная типография 1905—1906 годов»
,"['bar', 'clubs']",,"<p>Заведение с непринуждённой атмосферой, вкусной едой и джазом в центре Москвы.</p>
",112,http://hiddenbar.ru/,https://media.kudago.com/images/place/63/6c/636c5613bf97e7300100ff2a4f621056.jpg,+7 495 692-50-15,,,Театральная,ежедневно 16:00–6:00,Hidden bar
,['anticafe'],,"<p>Творческое пространство  с уютной домашней обстановкой.</p>
",4,,https://media.kudago.com/images/place/9e/09/9e092e65e0029addebd3f570fa7e61a0.jpg,+7 977 845-90-89,,,,"пн–чт, вс 15:00–23:00, пт, сб 15:00–0:00",антикафе «Живой сундук» в Дубне
,"['cinema', 'concert-hall', 'theatre']",,"<p>Знаменитый театр под открытым небом вновь приглашает зрителей на летние концерты.</p>
",14,https://vdnh.ru/places/zelenyy-teatr-vdnkh/,https://media.kudago.com/images/place/28/23/282394d433dc3953067461ae19a300d1.jpg,+7 495 544-34-00,,,ВДНХ,касса: ежедневно 10:00–20:30,Зелёный театр ВДНХ
,['museums'],,"<p>В музее демонстрируется коллекция Алексея Толстого, в которую входят живописные произведения, предметы прикладного искусства и мебель.</p>",3,https://goslitmuz.ru/museums/muzey-kvartira-a-n-tolstogo/,https://media.kudago.com/images/place/c0/12/c012a4b5198dd4cb7d7bfa6caf3aba32.jpg,+7 495 695-53-08,,,"Арбатская, Баррикадная, Пушкинская","вт, пт–вс 11:00–18:00, ср, чт 11:00–21:00",Музей-квартира Алексея Толстого
,['restaurants'],,"<p>Если вам нравятся колоритные ресторанчики, которые бережно хранят традиции, непременно загляните в «Будвар». За 27 лет ресторан собрал коллекцию душевных вещиц из разных стран, а в меню — полюбившиеся посетителям блюда по проверенным временем рецептам. А ещё в «Будваре» проживает целая кошачья династия!</p>
",31,,https://media.kudago.com/images/place/8b/ba/8bba19c0f41a540e2be6497866bbe7ab.jpeg,"+7 495 915-15-98, +7 495 915-31-24",,,"Марксистская, Таганская",ежедневно 12:00–23:00,Ресторан «Будвар» на Котельнической набережной
,"['attractions', 'sights']",,"<p>В ГУМе всё выглядит дорого и красиво, даже туалет. Однако «Исторический туалет» не просто выполняет свои прямые функции, он также является музеем, позволяющим перенестись на 120 лет назад.</p>
",38,,https://media.kudago.com/images/place/c8/98/c8983e611ec381e8181efba499642bf3.jpg,+7 495 620-30-29,,,"Охотный Ряд, Площадь Революции",ежедневно 10:00–22:00,«Исторический туалет» в ГУМе
,"['amusement', 'museums', 'attractions']",,"<p>Старинный дворик, который называют московским Монмартром.</p>
",29,,https://media.kudago.com/images/place/11/c4/11c4c87a4e1dcdf6fb7c0fd10f66af01.webp,,,,"Кропоткинская, Парк Культуры",,галереи на Пречистенке
,"['attractions', 'fountain']",,"<p>Напротив московского театра имени Вахтангова располагается фонтан «Принцесса Турандот», вполне соответствующий атмосфере, царящей на Старом Арбате.</p>
",6,,https://media.kudago.com/images/place/b4/87/b4875b98b3cfbe20aeee0b813b25f86b.jpeg,,,,"Арбатская, Смоленская",,Фонтан «Принцесса Турандот» на Арбате
,"['attractions', 'sights']",,"<p>На Лужковом мосту «цветут» «Деревья любви».</p>
",49,,https://media.kudago.com/images/place/65/bf/65bf37cd8163f12c97d13ba0e9033fc0.jpg,,,,,,Дерево любви
,['attractions'],,"<p>Московский доходный дом Перцовой, известный в народе как «Дом-сказка», располагается на углу Пречистенской набережной и Соймоновского проезда.</p>
",93,,https://media.kudago.com/images/place/7c/3f/7c3fbb14a5f1bc0880e76adb11b66e06.jpg,,,,Кропоткинская,,доходный дом Перцовой
,"['amusement', 'bar']",,"<p>Shushas — место, где можно хорошо провести время в компании друзей или расслабиться в гордом одиночестве.</p>
",112,https://vk.com/shishasflamebar,https://media.kudago.com/images/place/29/0e/290e86db05b75b39ef1a88eaaf3ce843.jpeg,+7 495 646-84-36,,,"Пушкинская, Тверская, Чеховская",ежедневно 17:00–5:00,Shushas на «Пушкинской»
,['bar'],,"<p>В семье FAQ-Cafe и ArteFAQ есть ещё и третий братец — бар DeFAQto. Это отличное место для пятничного отдыха!</p>
",35,,https://media.kudago.com/images/place/0e/f1/0ef1a7808fe980d2977c5f7ff8ec64b2.jpg,+7 495 624-44-97,,,Тургеневская,"вс–чт с 12.00–06.00, пт–сб круглосуточно",бар DeFAQto
,['restaurants'],,"<p>Мексиканский ресторан Casa Agave радует всех жителей и гостей столицы фантастически прекрасным интерьером и традиционной кухней от шеф-повара Луиса Альберто Родригеса.</p>
",22,,https://media.kudago.com/images/place/17/bd/17bdb44895d640122fa62da3449b17b5.jpeg,+7 926 569-33-83,,,"Китай-город, Лубянка","вт, ср, вс 12:00–0:00, чт–сб 12:00–6:00",Ресторан Casa Agave
,['clubs'],,"<p>Музыкальный клуб «Гластонбери» хорошо известен среди любителей эксклюзивного пива.</p>
",16,http://www.glastonberrypub.ru/,https://media.kudago.com/images/place/6e/8d/6e8de049592d6614ddc6e71fc9d19cf8.jpg,+7 495 642-45-43,,,"Волгоградский проспект, Дубровка",,Клуб Glastonberry
,['cinema'],,"<p>В этом зале вы сможете почувствовать кино, а не просто посмотреть.</p>
",3,http://www.arbatkino.ru/,https://media.kudago.com/images/place/a5/90/a590c7ca841afda8be04da6660a461df.jpeg,+7 968 538-14-11,,,"Александровский сад, Арбатская, Библиотека имени Ленина",,Кинозал «Домжур»
,['theatre'],,"<p>Малый театр — один из старейших в Москве. Сразу после указа Екатерины II о создании в Петербурге первого в России театра в 1756 году при Московском университете открывается театральная мастерская. Ее актерами стали студенты, а для постановок использовали произведения популярных на то время авторов.</p>
",7,http://www.maly.ru/,https://media.kudago.com/images/place/b4/09/b409f1519c481edd413006946b834410.jpg,,,,Театральная,,Малый театр
,"['amusement', 'recreation']",,"<p>Горнолыжный склон и специальный сноу-парк для любителей сноуборда.</p>
",55,https://vk.com/lata_track,https://media.kudago.com/images/place/6e/1d/6e1d5216d70c8dc55a1ce8c6d8cb120c.jpg,,,,"Крылатское, Молодёжная","пн 14:00–23:30, вт–чт 9:00–23:30, пт 9:00–1:00, сб 8:00–1:00, вс 8:00–23:30",горнолыжный клуб «Лата-Трэк»
,"['attractions', 'sights']",,"<p>Одна из наиболее важных башен в системе обороны московского Кремля. Именно с неё когда-то начиналась столичная крепость.</p>
",16,,https://media.kudago.com/images/place/ef/43/ef43099bada91508cc35d504cfba03bc.jpg,,,,"Александровский сад, Библиотека имени Ленина",,Тайницкая башня Московского Кремля
,['restaurants'],,"<p>Все на борт! Отправляйтесь в плавание по волнам гастрономических открытий. Уютный и изящный ресторан Кости Цзю расположился в центре Москвы, на Новинском бульваре.</p>
",31,,https://media.kudago.com/images/place/b3/f0/b3f02cecf1efd4393e7da519f807308b.jpeg,,,,Смоленская,"пн–чт, вс 12:00–0:00, пт, сб 12:00–2:00",Ресторан «Лодка»
,['museums'],,"<p>В доме на Котельнической набережной балерина жила с 1986 года. После её смерти интерьер помещения остался практически нетронутым. Любимые вещи, фотографии, картины, фарфор, милые безделушки, мебель, подарки друзей и поклонников — здесь всё именно так, как было при жизни Галины Сергеевны.</p>
",20,http://www.gctm.ru/branch/mku/,https://media.kudago.com/images/place/3c/a8/3ca80844759219eb7a653fa81de9ba2b.jpeg,+7 499 484-77-77 ext. 7,,,Таганская,ср–вс 11:00–20:00,Музей-квартира Галины Улановой
,['restaurants'],,"<p>Место, где каждый желающий может познать манящую тайну Японии и древнюю мудрость Китая. «Золотой Дракон» является одним из первых ресторанов с китайской кухней и принимает гостей вот уже более 20 лет. А это говорит о многом!</p>
",7,https://vk.com/zolotoy_dragon,https://media.kudago.com/images/place/e5/42/e5429967914030704c2bccb88530afef.jpg,"+7 499 975-55-66, +7 495 369-16-88",,,Курская,ежедневно 11:00–0:00,ресторан «Золотой Дракон»
,['restaurants'],,"<p>На впечатляющей высоте завис удивительный космический объект. Внутри него расположился один из самых высоких ресторанов Москвы с роскошными видами и авторскими блюдами.</p>
",120,http://www.cityspacebar.com/,https://media.kudago.com/images/place/ab/42/ab42ab5c6cbf422def092a0d25804834.jpg,+7 495 221-53-57,,,Павелецкая,"пн–чт, вс 17:00–23:00, пт, сб 17:00–0:00",ресторан City Space Bar
,['restaurants'],,"<p>Панорамное кафе с вращающимся полом — одно из самых романтичных мест столицы. Кафе расположено в Останкинской телебашне, а из его окон открывается потрясающий вид на Москву.</p>",5,https://vk.com/tv_tower,https://media.kudago.com/images/place/14/67/1467d3db1c24a3c5eccd7a38f93085da.JPG,+7 495 926-61-11,,,"ВДНХ, Марьина Роща","пн–чт 12:00–23:00, пт–вс 12:00–0:00",кафе «Седьмое небо»
,['cinema'],,"<p>Семейный кинотеатр, который радует детей и их родителей кинолентами уже более полувека!</p>
",5,,https://media.kudago.com/images/place/1c/cb/1ccbf48baf2114defad244dfbba093ff.jpg,,,,Октябрьское поле,ежедневно 10:00–22:00,кинотеатр «Москино Юность»
,"['park', 'attractions']",,"<p>Деревья, которым 150 лет, старинная усадьба и революционер Герцен.</p>
",20,,https://media.kudago.com/images/place/d7/f3/d7f36b3030d95d3dba8b960e77271892.jpg,,,,"Аннино, Бульвар Дмитрия Донского",ежедневно весь день,парк Герцена
,['concert-hall'],,"<p>Уже не одно десятилетие Зелёный театр в Парке Горького является знаковым местом отдыха москвичей и важным центром культурной жизни столицы.</p>
",4,https://www.park-gorkogo.com/places/53,https://media.kudago.com/images/place/50/f6/50f6d951db8f998266b91ed221945f65.jpg,,,,Парк Культуры,ежедневно весь день,Зелёный театр в Парке Горького
,['attractions'],,"<p>Дом Веры Ивановны Фирсановой, дочери богатого лесопромышленника, часто путают с Сандуновскими банями. Но это отдельное строение, которое с момента своего возведения имело совсем иное назначение. Впрочем, определённое отношение к самым знаменитым баням города оно всё же имеет.</p>",2,,https://media.kudago.com/images/place/37/cf/37cfdf0e8f09e7106917f17ebb141e07.jpg,,,,"Кузнецкий Мост, Трубная",,доходный дом Фирсановой
,"['park', 'attractions', 'homesteads']",,"<p>Дворянская усадьба XVIII века князей Вяземских на живописном берегу реки Нары под Серпуховом. Увы, некогда величественный господский дом с греческими колоннами сегодня превратился в руины. Однако остатки былого великолепия всё ещё можно увидеть.</p>
",106,,https://media.kudago.com/images/place/41/ff/41ff3f8d525aa99b5a2a53b44c5b1b03.jfif,,,,,,Усадьба Пущино-на-Наре
,"['amusement', 'kids']",,"<p>Юные профессионалы самостоятельно управляют башенным краном, конвейером или лентой транспортёра, загружают и доставляют мягкие кирпичики и огромные лего-блоки на стройку, строят дома и возводят целые небоскрёбы из мягких кирпичей, а также резвятся в зоне игр с водой, играют в морской бой и запускают в плавание корабли.</p>
",62,https://stroykacity.ru,https://media.kudago.com/images/place/13/04/1304daf44771944acbaf558b71de368c.jpg,+7 495 152-51-23,,,Автозаводская,ежедневно 10:00–22:00,детский Город Строителей в ТРЦ «Ривьера»
